original_id,composition,phases,hardness,yield_strength,ultimate_tensile_strength,elongation,compressive_strength,plasticity,processing_notes,doi,FCC,BCC,HCP,IM,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Ge,Hf,Li,Mg,Mn,Mo,N,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr,dataset_source,ρ (g/cm<sup>3</sup>),E (GPa),σ(MPa) at 1000 C,σ(MPa) at 1200 C,G (GPa),C11 (GPa),Fracture Toughness,ductility,Test Type
650,Al22.5Ti22.5Ni20.0Cu20.0Fe15.0,FCC1 + FCC2,434.0,,,,1210.0,1.8,773K annealing,dx.doi.org/10.1016/j.apsusc.2015.07.207,1.0,0.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
569,FeCoNi1.5CuB0.5Y0.2,FCC,,,,,1198.22,,"−196 °C, 24 h, 10 °C/min",https://doi.org/10.1016/j.jallcom.2022.164310,1.0,0.0,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.192,0.0,0.192,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
571,FeCoNi1.5CuB0.5Y0.2,FCC,,,,,1164.26,,"−196 °C, 48 h, 10 °C/min",https://doi.org/10.1016/j.jallcom.2022.164310,1.0,0.0,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.192,0.0,0.192,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
884,FeCrNiCoCu0.5Al0.8,FCC+BCC,410.0,,,,1150.0,27.0,,http://dx.doi.org/10.1016/j.jallcom.2014.06.090,1.0,1.0,0.0,0.0,0.0,0.151,0.0,0.0,0.0,0.189,0.189,0.094,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
778,Ni1.2CoCuFeCr0.8,FCC1+FCC2,374.0,,,,1145.0,26.9,spark plasma sintering (SPS).,dx.doi.org/10.1016/j.jallcom.2015.11.205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.16,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
349,FeCoNiCuMo0.4,FCC,203.0,,,,1106.0,40.0,Arc melting,https://doi.org/10.1016/j.vacuum.2020.109173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.0,0.227,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
568,FeCoNi1.5CuB0.5Y0.2,FCC,,,,,1088.71,,"−196 °C, 12 h, 10 °C/min",https://doi.org/10.1016/j.jallcom.2022.164310,1.0,0.0,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.192,0.0,0.192,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
567,FeCoNi1.5CuB0.5Y0.2,FCC,,,,,1081.49,,"−100 °C, 24 h, 10 °C/min",https://doi.org/10.1016/j.jallcom.2022.164310,1.0,0.0,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.192,0.0,0.192,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
69,AlCuFeNiTi,FCC,516.0,,,,1074.0,8.0,,https://doi.org/10.1016/j.dib.2018.11.111,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
566,FeCoNi1.5CuB0.5Y0.2,FCC,,,,,1053.1,,"−50 °C, 24 h, 10 °C/min",https://doi.org/10.1016/j.jallcom.2022.164310,1.0,0.0,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.192,0.0,0.192,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
50,CoCrCuFeNiTi0.8,FCC + Im,,,,,1042.0,3.0,,https://doi.org/10.1016/j.dib.2018.11.111,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.172,0.172,0.172,0.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
348,FeCoNiCuMo0.2,FCC,162.0,,,,1041.0,54.0,Arc melting,https://doi.org/10.1016/j.vacuum.2020.109173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.0,0.238,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
565,FeCoNi1.5CuB0.5Y0.2,FCC,,,,,1023.57,,Untreated,https://doi.org/10.1016/j.jallcom.2022.164310,1.0,0.0,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.192,0.0,0.192,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
780,Ni1.5CoCuFeCr0.5,FCC1+FCC2,376.0,,,,1009.0,29.5,spark plasma sintering (SPS).,dx.doi.org/10.1016/j.jallcom.2015.11.205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
894,Al0.5CoCrCuFeNiSi0.8,FCC+BCC,653.0,,,,1006.0,3.7,,http://dx.doi.org/10.1016/j.jallcom.2014.11.085,1.0,1.0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.159,0.159,0.159,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0.0,0.0,0.0,0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
55,AlCoCrCuFeMnNi,FCC + BCC + Im,,,,,1005.0,15.0,,https://doi.org/10.1016/j.dib.2018.11.111,1.0,1.0,0.0,1.0,0.0,0.143,0.0,0.0,0.0,0.143,0.143,0.143,0.143,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
790,AlCrFeCoNiCuMn,Unknown,,,,,1005.0,15.0,,dx.doi.org/10.1016/j.matchar.2016.02.018,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.143,0.143,0.143,0.143,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
67,Al1.125CuFe0.75NiTi1.125,FCC,516.0,,,,980.0,7.0,,https://doi.org/10.1016/j.dib.2018.11.111,1.0,0.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
68,Al22.5Cu20.0Fe15.0Ni20.0Ti22.5,FCC,516.0,,,,980.0,7.0,,https://doi.org/10.1016/j.dib.2018.11.111,1.0,0.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
54,AlCoCrCuFeNi,FCC + BCC,406.0,,,,950.0,,,https://doi.org/10.1016/j.dib.2018.11.111,1.0,1.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.167,0.167,0.167,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
656,Al25.0Ti25.0Ni25.0Cu25.0,FCC,518.0,,,,870.0,0.96,973K annealing,dx.doi.org/10.1016/j.apsusc.2015.07.207,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
784,NiCoCuFeCr,FCC1+FCC2,321.0,,,,869.0,32.2,spark plasma sintering (SPS).,dx.doi.org/10.1016/j.jallcom.2015.11.205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
883,FeCrNiCoCu0.5Al0.75,FCC+BCC,350.0,,,,820.0,28.0,,http://dx.doi.org/10.1016/j.jallcom.2014.06.090,1.0,1.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.19,0.19,0.095,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
528,Al35.0Mg15.0Zn30.0Cu5.0Si15.0,FCC+Mg2Si,,,,,765.0,6.3,As-cast,https://doi.org/10.1016/j.jallcom.2021.163508,1.0,0.0,0.0,1.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Cu_Fe_DB.csv,,,,,,,,,
52,Al0.25CoCrCu0.75FeNiTi0.5,FCC,,,,,750.0,39.0,,https://doi.org/10.1016/j.dib.2018.11.111,1.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.182,0.182,0.136,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
782,Ni1.8CoCuFeCr0.2,FCC1+FCC2,322.0,,,,747.0,32.4,spark plasma sintering (SPS).,dx.doi.org/10.1016/j.jallcom.2015.11.205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.04,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
527,Al35.0Mg20.0Zn30.0Cu5.0Si10.0,FCC+Mg2Si,,,,,718.0,6.2,As-cast,https://doi.org/10.1016/j.jallcom.2021.163508,1.0,0.0,0.0,1.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Cu_Fe_DB.csv,,,,,,,,,
49,CoCrCuFeNiTi0.5,FCC,,,,,700.0,29.0,,https://doi.org/10.1016/j.dib.2018.11.111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.182,0.182,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
792,CrFeCoNiCuTi0.5,Unknown,,,,,700.0,21.0,,dx.doi.org/10.1016/j.matchar.2016.02.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.182,0.182,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
924,Al0.5Si0.2CrFeCoNCu0.5,FCC+BCC,,,,,650.0,44.0,,dx.doi.org/10.1016/j.matdes.2015.11.013,1.0,1.0,0.0,0.0,0.0,0.096,0.0,0.0,0.0,0.192,0.192,0.096,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
882,FeCrNiCoCu0.5Al0.7,FCC+BCC,320.0,,,,630.0,42.7,,http://dx.doi.org/10.1016/j.jallcom.2014.06.090,1.0,1.0,0.0,0.0,0.0,0.135,0.0,0.0,0.0,0.192,0.192,0.096,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
158,(CuMnNi)90Sn10,FCC + Im,318.0,,,,630.0,20.0,,https://doi.org/10.1016/j.dib.2018.11.111,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
526,Al35.0Mg25.0Zn30.0Cu5.0Si5.0,FCC+Mg2Si,,,,,559.0,4.6,As-cast,https://doi.org/10.1016/j.jallcom.2021.163508,1.0,0.0,0.0,1.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Cu_Fe_DB.csv,,,,,,,,,
923,Al0.4Si0.2CrFeCoNCu0.6,FCC,,,,,550.0,50.0,,dx.doi.org/10.1016/j.matdes.2015.11.013,1.0,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.192,0.192,0.115,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
655,Al25.0Ti25.0Ni25.0Cu25.0,FCC,537.0,,,,536.0,0.85,298K annealing,dx.doi.org/10.1016/j.apsusc.2015.07.207,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
157,(CuMnNi)90Al10,FCC + Im,241.0,,,,515.0,40.0,,https://doi.org/10.1016/j.dib.2018.11.111,1.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
922,Al0.2Si0.2CrFeCoNiCu0.8,FCC,,,,,500.0,50.0,,dx.doi.org/10.1016/j.matdes.2015.11.013,1.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.192,0.192,0.154,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
654,Al25.0Ti25.0Ni25.0Cu25.0,FCC,521.0,,,,498.0,0.67,773K annealing,dx.doi.org/10.1016/j.apsusc.2015.07.207,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
74,Al8.0Cu0.5Li0.5Mg0.5Zn0.5,FCC + IM,,,,,488.0,17.0,,https://doi.org/10.1016/j.dib.2018.11.111,1.0,0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,Cu_Fe_DB.csv,,,,,,,,,
53,Al0.5CoCrCuFeNi,FCC,210.0,,,,388.0,,,https://doi.org/10.1016/j.dib.2018.11.111,1.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.182,0.182,0.182,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
160,(CuMnNi)95Sn5,FCC + Im,205.0,,,,380.0,63.0,,https://doi.org/10.1016/j.dib.2018.11.111,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.317,0.0,0.0,0.0,0.0,0.317,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
891,FeCrNiCoAl0.5Cu,FCC,275.0,,,,350.0,,,http://dx.doi.org/10.1016/j.jallcom.2014.06.090,1.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.182,0.182,0.182,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
881,FeCrNiCoCu0.5Al0.5,Unknown,245.0,,,,340.0,,,http://dx.doi.org/10.1016/j.jallcom.2014.06.090,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
159,(CuMnNi)95Al5,FCC,166.0,,,,330.0,45.0,,https://doi.org/10.1016/j.dib.2018.11.111,1.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.317,0.0,0.0,0.0,0.0,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
889,FeCrNiCoAl0.5Cu0.5,FCC,245.0,,,,325.0,,,http://dx.doi.org/10.1016/j.jallcom.2014.06.090,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
890,FeCrNiCoAl0.5Cu0.75,FCC,245.0,,,,320.0,,,http://dx.doi.org/10.1016/j.jallcom.2014.06.090,1.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.19,0.19,0.143,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
70,AlCuNiTi,FCC,537.0,,,,300.0,1.0,,https://doi.org/10.1016/j.dib.2018.11.111,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
48,CoCrCuFeNi,FCC,132.0,,,,230.0,,,https://doi.org/10.1016/j.dib.2018.11.111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu_Fe_DB.csv,,,,,,,,,
155,(CuMnNi)75Zn25,FCC,147.0,,,,215.0,60.0,,https://doi.org/10.1016/j.dib.2018.11.111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,Cu_Fe_DB.csv,,,,,,,,,
156,(CuMnNi)80Zn20,FCC,109.0,,,,140.0,65.0,,https://doi.org/10.1016/j.dib.2018.11.111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.0,0.0,0.0,0.0,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,Cu_Fe_DB.csv,,,,,,,,,
5-2426272829-2020202020-000009_1,CoCrCuFeNi,FCC,,,,,230.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,,,,,0.2,0.2,0.2,0.2,,,,,,,,,,,0.2,,,,,,,,,,,,,database (1).csv,8.3,214.0,,,,,,,
5-2426272829-2020202020-000009_2,CoCrCuFeNi,FCC,,,,,230.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,,,,,0.2,0.2,0.2,0.2,,,,,,,,,,,0.2,,,,,,,,,,,,,database (1).csv,8.3,206.0,,,,,,,
6-222426272829-091818181818-000009_1,CoCrCuFeNiTi<sub>0.5</sub>,FCC,,,,,700.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,,,,,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,,,,,,,,,,,0.18181818181818182,,,,,,,0.09090909090909091,,,,,,database (1).csv,7.8,206.0,,,,,,,
6-222426272829-091818181818-000009_2,CoCrCuFeNiTi<sub>0.5</sub>,FCC,,,,,700.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,,,,,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,,,,,,,,,,,0.18181818181818182,,,,,,,0.09090909090909091,,,,,,database (1).csv,7.8,198.0,,,,,,,
6-222426272829-131717171717-000009_1,CoCrCuFeNiTi<sub>0.8</sub>,FCC+Im,,,,,1042.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,,,,,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,,,,,,,,,,,0.1724137931034483,,,,,,,0.13793103448275862,,,,,,database (1).csv,7.6,198.0,,,,,,,
6-222426272829-161616161616-000009_1,CoCrCuFeNiTi,FCC,,,,,1272.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,0.16666666666666666,,,,,,database (1).csv,7.4,128.0,,,,,,,
7-13222426272829-00491818181813-000009_1,Al<sub>0.25</sub>CoCrCu<sub>0.75</sub>FeNiTi<sub>0.5</sub>,FCC,,,,,750.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,0.045454545454545456,,,,0.18181818181818182,0.18181818181818182,0.13636363636363635,0.18181818181818182,,,,,,,,,,,0.18181818181818182,,,,,,,0.09090909090909091,,,,,,database (1).csv,7.5,198.0,,,,,,,
6-132426272829-091818181818-000009_1,Al<sub>0.5</sub>CoCrCuFeNi,Unknown,,,,,388.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,0.09090909090909091,,,,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,,,,,,,,,,,0.18181818181818182,,,,,,,,,,,,,database (1).csv,7.6,198.0,,,,,,,
6-132426272829-161616161616-000009_1,AlCoCrCuFeNi,FCC+BCC,,,,,950.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,database (1).csv,7.1,187.0,,,,,,,
6-132426272829-161616161616-000009_3,AlCoCrCuFeNi,FCC+BCC,,,,,1303.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,database (1).csv,7.1,184.0,,,,,,,
